replies,retweets,favorites,text,day,time
0,1,1,معاناه_سكان_حطين موسم الرياض عمل جبار ورائع معالمه واضحه جدا ونراها كل يوم نشكرك وكل من ساهم في هذا العمل وحتى يستمتع الجميع في هذا الموسم يجب ان يلتفت المنظمون لوضع المنازل القريبه من الفعاليات معاناه الزحمه بشكل يومي للوصول للمنزل يجيب ان تكون بالحسبان,10/07/2019,15:26
0,1,4,  تم ارسال ايميل لهيئه الترفيه info  ,10/07/2019,10:39
1,2,2,المتعارف عليه المهرجانات تكون بعيده جدا عن الاحياء السكنيه وبترتيبات معينه ونظام واضح بدون عشوائيه الزحمه تخلي الواحد يراجع نفسه يجي للمهرجان والا لا  ,10/07/2019,10:06
0,6,4,الضرر اللي واقع على سكان حطين كبير جدا من البوليفارد ل الرياض باراك والخاتمه موسم الرياض لنا الله  ,10/07/2019,10:04
1,2,0,    اسهل من الستكرات انه يكون فيه باصات بمواقع مختلفه تقوم بنقل الزائرين الى مواقع الموسم  دخول السيارات واصطفافها هو اكبر سبب للازدحام  نرجوك   حنا باليوم الوطني صرنا محاصرين من جميع الجهات وما استمتعنا باي من الاحتفالات ,10/07/2019,09:48
0,1,0,الله يعيينا اذا بدت الفعاليات  ,10/07/2019,09:30
1,1,2,ابي افهم وين راح توقف كل السيارات خلال   بين البيوت وفالحواري الواحد راح يخاف حتى وهو في بيته من زحمه المراهقين والمتهورين اللي اغلبهم غير ساكنين في الحي هل راح نحصل موقف عند البيت اقترح هيئه الترفيه تعزم السكان على حسابها في دبي ونخلي لهم الحي  ,10/07/2019,09:15
2,0,0,  ,10/07/2019,08:17
0,0,0,نتمنى لو يوزع ستيكرات او كارد لسكان الحي تفاديا للزحمه الي بتصير   ,10/07/2019,06:39
1,5,4,لابد من تعويضهم عن ما واجهوه من ازعاج بناء وما سيواجهونه من جماهير   وان يتم تخصيص مسارات للحضور لا يتجاوزونها للدخول في الحي  ,10/07/2019,06:35
0,1,0,دعم فعاليات الترفيه لا يعني عدم دفع الضرر ورفع   بامكان معالي المستشار التوجيه بدراسه الموضوع وايجاد حلول مبدئيه وتطويرها مع بدايه موسم الرياض    ,10/07/2019,05:14
0,1,1,فعلا معاناه من قبل فكيف مع موسم الرياض نطالب بوضع حلول تكفل حقوق سكان الحي في التنقل وتوزيع الفعاليات جنوب وغرب وشرق الرياض بدلا من حصرها في حي حطين,10/07/2019,03:54
0,0,0,  ماادري ليش ماحطو الموسم بمكان بعيد وفاضي ولاحوله بيوت زحمه الويك اند واللي صار باليوم الوطني تخليك ماتفكر تطلع الشوارع تتقفل كيف بيكون الوضع بالموسم طيب ,10/07/2019,03:52
0,0,0,ي جماعه مايصير الي جالس يحصل بحي راقي مثل حطين كان من اهدا الاحياء بالشمال واكثرها هدوء ماعاد نرتاح ولانستمتع بالتسوق حتى والخروج وقت المناسبات صار فعلا معاناه كبيره جدا  ,10/07/2019,03:48
0,1,0,ذاك اليوم ساعه نترجى المرور يدخلنا لشارع بيتنا ولا رضى يفكرنا نكذب  ,10/07/2019,03:38
0,0,0,نطالب باعطاء بطاقات او ستيكرات لاهل الحي ليتمكنو من الدخول  ,10/07/2019,03:37
1,0,0,قررت بعد معاناتي في   العام الماضي لدخول الحي الا اغادر بيتي هذا العام لكنني اضطررت له لتوصيل ابني للمطار فكان بين خروجي وعودتي ثلاث ساعات كان   معزولا بالكامل  ,10/07/2019,02:57
1,1,0,في   احتجت للخروج من   لساعه تقريبا لكنني احتجت لساعه ونصف للبحث عن مدخل لاعود منه لبيتي دون جدوى حتى تفضل علي احدهم مشكورا بالسماح لي بدخول الحي بعد استجدائه  ,10/07/2019,02:54
4,0,0,الى الان تعد معاناتكم لا تذكر امامكم سنيين سوداء وحذرت كثيرا ان لا يسكن هذا الحي الا الاثرياء جدا جدا ونصحت كثيرا من الاصدقاء والاقارب الفرار من السكن في حي حطين وحي الملقا فرارك من الاسد وستذكرون ما اقول لكم وافوض امري الى الله  ,10/07/2019,00:37
0,0,1,فكرت جديا انتقل لبيت اهلي لحين انتهاء موسم الرياض او استاجر شقق مفروشه خارج حي حطين  ,10/06/2019,23:55
0,0,0,  من المفترض الفعاليات تكون شمال طريق الملك سلمان بعيدا عن الاحياء السكنيه وتفاديا للازدحام وسهوله التنظيم المروري اما موقع اكبر فعاليات وسط حي سكني من الاربع جهات فهذا غلط فادح,10/06/2019,23:19
0,0,1,  ياليت تشوفون لنا حل مو بس اهل حطين حتى سكان الملقا القريبين من طريق تركي و الملك سلمان والله الوضع ماينسكت عنه باليوم الوطني الف ساعتين كامله كل المداخل مقفله اكلم العساكر يدخلوني شارع بيتي و رافضين تبهذلت و ولدي نام بالسياره من التعب مو معقول نجلس كذا شهرين,10/06/2019,22:44
1,4,6,  مدينه شمال الرياض هي وجهه كل مدن الرياض الاخرى وكل المناطق الاخرى وكل سنه سيزداد الاقبال والازدحام واتوقع في مرحله لاحقه سيكون الدخول لها بالمترو اسهل من السيارات الجانب الايجابي هنا ان كل هذا يزيد من القوه الشرائيه في شمال الرياض او مدينه شمال الرياض ,10/06/2019,21:34
0,0,0,  ,10/06/2019,21:33
0,1,0,  هم وسكان الاحياء المحيطه بالبجيري لابد ان يكون لهم مدخل خاص ببطاقات خاصه تستخرج بصك المنزل ليكون لهم استثناء في المرور ويعاملون مثل سكان اي مجمع اسكان خاص في الرياض لهم مسار مستقل للمرور وهذا ابسط حقوقهم,10/06/2019,21:31
0,2,0,  اتمنى من مسؤولين الترفيه منح استيكرات خاصه لسكان الحي لتفادي الزحمه وسهوله الوصول لمنازلنا  نريد حل يا هيئه الترفيه,10/06/2019,21:23
0,0,0,الله يعينكم  والمتر ب ٥٠٠٠  ,10/06/2019,21:09
0,1,0,ياليت يختارون مكان خارج العمران زي بنبان مثلا والي حاب يحضر يروح هناك بدون مايسبب ازعاج لاهل الحي  ,10/06/2019,21:05
1,1,0,فعلا الامر صعب ايام اليوم الوطني قلنا ثلاث ايام وتعدي بس الان شهر كامل نامل معالجه الوضع والله المستعان  ,10/06/2019,21:04
0,0,0,مع الاسف في الويك اند واليوم الوطني يكون الوضع سيئ كيف عاد موسم الرياض اتمنى من المرور وهيئه الترفيه انهم يتعاونون معنى ويسهلون علينا حياتنا  ,10/06/2019,21:03
2,0,0,انا اقول يصرفون لسكان حي حطين هيلكوبرترات اللي يجيبها ويدفعها لنا تركي ال الشيخ  ,10/06/2019,20:51
1,8,6,والله كانكم حاسين والله الوضع صاير مزعج حتى الحواري صارت مكان لهروب بعض الشباب وتجمعات وشرطه لازم يكون فيه حل لهالمشكله لان المداخل للفعاليات بتكون من كل الجهات طريق تركي وطريق الملك خالد وطريق محمد بن سلمان  ,10/06/2019,20:42
0,1,0,  يامعالي المستشار ارجوا منكم التدخل وايجاد حل جذري لسكان الحي قبل بدء موسم الرياض معانتنا كبيره واملنا فيك بعد الله كبير  ,10/06/2019,20:38
2,10,10,والله مشكله سكان الحي عانينا كثير في اليوم الوطني ٤ ايام عانينا كثير موقادرين نوصل لبيوتنا وهي قريبه نطالب بابسط حقوقنا وتوزعون ستكرات للبيوت تسهل لنا طلعتنا ورجعتنا مارح نتحمل ٦٠ يوم  ,10/06/2019,20:35
0,0,0,وش تبونا نسوي بيوتنا ما نقدر نروح لها والي مريض ولا حاله طارئه يموت في بيته نبي حل مو كل شي في مكان وعدم مراعات سكان الحي انصفونا  ,10/06/2019,20:03
0,1,0, ,10/06/2019,20:03
0,0,1,نتمنى يكون فيه حل لسكان الحي بخصوص   مع الزحمه        ,10/06/2019,20:00
0,0,0,وضع خط رجعه مقابل وقت اللياقه من جميع الاتجاهات ,10/06/2019,20:00
0,0,0,يجب معالجه دوار طريقي الامير محمد بن سلمان تقاطع الامير محمد بن سعد ,10/06/2019,19:59
6,11,5,للاسف في اليوم الوطني قعدت اترجى ضابط عند دوار محمد بن سلمان بدخل على شارع محمد بن سعد لان بيتي قريب مره رفض وصرنا ندور ربع ساعه علشان نوصل لبيتنا الي ماياخذ ثانيه من الدوار    ,10/06/2019,19:58
0,0,0,نطالب من امانه الرياض بوضع يو تيرن قبل دوار الامير محمد بن سلمان تقاطع الامير محمد بن سعد  ,10/06/2019,19:58
0,0,0,  ولاتنسون طريق تركي الاول تكفون تعبنا خصوصا المحمديه والرحمانيه والله مانقدر ندخل بيوتنا من الحفريات والزحمه,10/06/2019,19:56
0,2,2,  نطالب نحن سكان حي حطين بنقل فعاليات موسم الرياض بمنطقه غير سكنيه  بعيده تماما عن حي حطين  حتى ننعم بالهدؤ والراحه ونرجع من دواماتنا واعمالنا لمنازلنا واولادنا في مواعيدنا بعيدا عن الازدحام المروري والضجيج ,10/06/2019,19:54
0,2,1,  ايام الويكند نتحاشى نطلع الا اذا اول النهار لانه عارفين كل الرياض جايه لتركي الاول اما اليوم الوطني كان الوضع مزري وما كان فيه اي خطط نتائجها ملموسه السؤال للجهات المسؤوله مع قرب بدايه موسم الرياض عملتو حلول جذريه اولها مخرج٢ ماعملتوه كبري لحد الآن ليش ,10/06/2019,19:51
0,2,0,والله هذا الي كنت ابيه من اول مافتح الرياض بارك زحمه لاتطاق والحين   نقمه علينا في الحي بنتعطل والسبب هم  ,10/06/2019,19:49
0,0,1,  انصفو سكان اهل حطين نحن في معاناه لا يعلم بها احد غيرنا هذا قبل يبدا موسم الرياض كيف اذا بدا زحمه مروريه وازعاج وقلق مستمر,10/06/2019,19:47
0,0,0,وسكان الدرعيه لازم نمر من حطين عشان نوصل البيت مشوار عشر دقايق ياخذ ساعه  ,10/06/2019,19:42
0,0,0,  لماذا لا تنقل فعاليات موسم الرياض الى الثمامه او طريق صلبوخ,10/06/2019,19:40
0,2,0,  نريد حل يامعالي المستشار  الوضع لا يطاق نحن سكان حي حطين نعاني من الزحمه المروريه فكيف مع وجود فعاليات موسم الرياض كيف نرجع الى منازلنا ,10/06/2019,19:39
8,7,2,  تم مراسله هيئه الترفيه بخصوص الحلول المطروحه لسكان الحي خلال موسم الرياض ولم اتلقى اي رد  ,10/06/2019,19:31
0,0,0,  الزحام والعرقله المروريه كارثيه صعوبه كبيره للوصول الى المنزل تواجد مكثف من الدوريات يزيد الزحام افكر نطبع العنوان الوطني ونعلقه بالسياره لكن نقنع الدوريات الامنيه باليوم الوطني اضطريت للسفر,10/06/2019,19:27
1,7,3,لابد من وضع خطط مروريه تسهل على سكان الحي خروجهم ودخولهم للحي ففي اليوم الوطني كان طريق تركي الاول لايطاق من الزحام والفوضى نتمنى اتخاذ اللازم فالموسم مدته شهور وليست ايام  ,10/06/2019,19:17
0,0,0,  اتمنى من الجهات المسؤله عن الفعاليات ان تقام هذه الفعاليات خارج الاحياء السكنيه حتى لا تؤثر على سكان الحي فلماذا لاتقام الفعاليات في اطراف مدينه الرياض كمنطقه الثمامه مثلا لتخفيف الازدحام ويكون التنظيم المروري والامني افضل ,10/06/2019,19:17
1,12,3,  لابد من ايجاد حلول لمعاناتنا الدائمه مع التجمعات والزحام في الحي والاكيد سوف تتضاعف عده مرات مع موسم الرياض  ,10/06/2019,19:12
0,0,1,  تمنيت ان اي فعاليات تقام تكون خارج الاحياء السكنيه لتاثيرها على سكان الحي من جميع النواحي  فلماذا لاتقام الفعاليات في اطراف الرياض كمهرجان الجنادريه لتخفيف الازدحام ويكون التنظيم المروري والامني افضل   ,10/06/2019,17:37
1,6,5,الوضع مزعج جدا الدوارات مايمر يوم مانشوف حادث او اثنين رفعت اكثر من بلاغ ولا حس ولا خبر الفوود تركس نقلوها من طريق تركي الاول الى طريق محمد بن سعد وصار الزحمه اسوء وزاد الضغط على الحي ما كان زحمه رياض بارك والمحلات التجاريه والدوار تكفي    ,10/06/2019,17:27
3,14,10,  تمنيت ان اي فعاليات تقام تكون خارج الاحياء السكنيه لتاثيرها على سكان الحي من جميع النواحي  فلماذا لاتقام الفعاليات في اطراف الرياض كمهرجان الجنادريه لتخفيف الازدحام ويكون التنظيم المروري والامني افضل ,10/06/2019,17:26
5,7,7,  هيئه الترفيه اما توجدوا حلول لهذا الحي في موسم الرياض او يتحول اصحاب اغلى حي بالرياض الى بدو رحل ينصبوا خيامهم بعيدا عن هذا الموسم حتى ينقضي لكي يسهل عليهم التنقل من والى اعمالهم ومنازلهمليس منطق ان اخرج من منزلي ولا استطيع العوده   ,10/06/2019,17:24
3,7,2,في اليوم الوطني قعدت ساعه ادور في الحي ماقدرت اوصل بيتي بالاخير رحت نمت في بيت اهلي    ,10/06/2019,17:19
0,2,1,الوضع كان ماساوي في اليوم الوطني خاصه الدوار  نرجو من المسؤولين والمنظمين التخطيط الجيد لضمان تسهيل الحركه المروريه لسكان الحي في موسم الرياض  ,10/06/2019,16:55
1,4,1,في اليوم الوطني اختنقنا من الزحمه عشان تركي الاول كيف بيكون موسم الرياض وهو في حارتنا اجل    ,10/06/2019,16:40
1,3,0,للاسف التخطيط جدا سيء بدايه من دوارات طريق الامير محمد بن سلمان اتمنى يكون فيه حل لاهالي الحي مو منطقي تتكرر ماساه احتفالات اليوم الوطني   ,10/06/2019,16:11
1,2,0,  الوضع صاير قرف كل مابغيت تطلع من البيت زحمه ووجيه تسد النفس ,10/06/2019,16:07
2,6,4,  شف كيف الزحمات شي مو طبيعي ان الحاره تتقفل بشكل هذا ,10/06/2019,15:26
1,10,6,  الزحمه عند البيت في اليوم الوطني تخيل لو في حاله طارئه لا سمح الله كيف الواحد يقدر يطلع من البيت ,10/06/2019,15:24
0,0,0,صااادقه لازم تشوفون حل معاناه اهل حطين ,10/06/2019,14:53
1,2,3,  لازم ينحسم الامر والمرور يشوفون لنا حل مو معقوله جميع الفعاليات موجوده بهذا الحي,10/06/2019,14:39
0,0,0, ,10/06/2019,14:23
0,0,0,  ء,10/06/2019,14:22
1,13,11,  موسم الرياض عمل جبار ورائع معالمه واضحه جدا ونراها كل يوم نشكرك وكل من ساهم في هذا العمل وحتى يستمتع الجميع في هذا الموسم يجب ان يلتفت المنظمون لوضع المنازل القريبه من الفعاليات معاناه الزحمه بشكل يومي للوصول للمنزل يجيب ان تكون بالحسبان ,10/06/2019,14:18
0,8,5,  نتمنى ان توزع بطاقات او ستيكرات لسكان الحي حتى يتسنى لهم الدخول والخروج بسهوله ويسر دون اغلاق المداخل عليهم مثل بقيه الزوار ويخفف الضغط على المرور والمنظمين في الشوارع  ,10/06/2019,14:15
0,4,2,  المطلوب اعاده تنظيم الحركه المروريه والاشارات بين طريق الملك فعد وحتى طريق الملك خالد ومن الدائري وحتى الملك سلمان والاعلان عن خطه الباصات لرواد الفعاليات ,10/06/2019,14:11
0,0,0,القادم من الزحمه والازعاج في احياء حطين الثلاثه اعظم واسوا مع فعاليات الترفيه ومشاريع شارع الامير تركي  فلا بد من حل لحركه المرور والازعاج المنتظر  ,10/06/2019,13:14
2,6,2,فعلا تحول حي حطين وحطين الثغر وحطين النموذجي من احياء نتمناها الى احياء نهرب منها  اللي مااشترى الى الان لاااااا يتورط الزحمه فيها لا تطاق والحياه فيها تتوقف مع الفعاليات  ,10/06/2019,13:10
0,1,0,  اذا الوضع بيصير على ماهوعليه اتوقع السكان بيستاحرون شقق مفروشه حتى ينتهي الموسم,10/06/2019,13:08
0,0,0,انتبهوا اللي مااشترى وناوي يشتري ارض في حطين او حطين النموذجي يراجع نفسه الف مره  ,10/06/2019,13:07
0,4,1,  الوضع لايطاق في الايام العاديه وش لون بيصير اذا جاء موسم الرياض,10/06/2019,13:07
1,8,3,  زحمه وازعاج وصارت اسوار بيوت حطين مواقف للبلوفارد واشاره تركي الاول لا تطاق صرنا نسوي خطط للدخول والخروج من حينا,10/06/2019,12:46
1,11,6,  موسم الرياض عمل جبار ورائع معالمه واضحه جدا ونراها كل يوم بحكم قربنا منها في الحي نشكر كل من ساهم في هذا العمل وحتى يستمتع الجميع في هذا الموسم يجب ان يلتفت المنظمون لوضع المنازل القريبه من الفعاليات معاناه الزحمه بشكل يومي للوصول للمنزل يجيب ان تكون بالحسبان,10/06/2019,12:43
0,1,1,  فكره رائعه  نتمنى اعتمادها ,10/06/2019,12:33
3,12,10,نرغب بوضع خطه مروريه عمليه لسكان الحي وسهوله الدخول والخروج وان لايكون مجرد اغلاق للشوارع من قبل المرور حتى لاتتكرر ازمه الازدحام واغلاق المنافذ في اليوم الوطني حيث اننا في ذلك اليوم بقينا حبيسين منازلنا على الرغم من انها مناسبه يجب ان نعيشها بكل تفاصيلها  ,10/06/2019,12:28
0,0,0,الوضع في اليوم الوطني كان كارثيوصولي و وصول ابنائي كان معاناهماذا سوف يحدث في موسم الرياض   ,10/06/2019,12:28
1,8,6,  نتمنى من معاليكم وضع ستيكرات او الافضل بطاقات لسكان الحي بحيث يسهل عليهم الدخول والخروج من غير ازدحام  ,10/06/2019,12:23
2,11,10,  اتمنى المرور يتفهم من السكان و تسهيل دخولهم و خروجهم حتى لو كان هناك اغلاق طرق و تكثيف المرور على مدار السنه لانه اصبح حي تجاري و مزعج و احترام السكان من قبل جميع المنظمين,10/06/2019,12:18
0,12,6,اشاره مخرج ٢ لا يوجد بها كوبري معاناه في عطله نهايه الاسبوع و معاناه اكبر في احتفالات العيد الوطني و هي عده ايامماذا سوف يحدث في موسم الرياض   ,10/06/2019,12:04
2,6,5,كما ان هيئه الترفيه تبذل جهودا في مشاريعها في المربع الذي يحاصر سكان حي حطين حيث اصبح اهل الحي في معاناه كبيره في الدخول والخروج نرجو منهم بذل جهدا ايضا في تسهيل وترتيب عمليه التنقل لسكان الحي  ,10/06/2019,11:40
1,27,17,  عانينا الامرين في اليوم الوطني وهو عده ايام فكيف بشهرين اواكثر مشوار ١٠ دقائق يكون ساعه او اكثر فضروري يكون لهم وضع خاص سكان الحي غير عن بقيه سكان الرياض فالبطاقات او الاستيكرات ضروريه جدا لاهل الحي,10/06/2019,11:34
0,0,0,ياليت يلقون لنا حل الزحمه كل مالها وتزيد  ,10/06/2019,11:19
0,1,0,  مابعد شفتوا زحمه خلها تفتح مشاريع ش تركي وتشوف الزحمه صدق ,10/06/2019,11:15
0,0,0,  المفروض تنقل الفعاليات خارج الاحياء وليس في احياء مكتضه بالسكان,10/06/2019,11:13
0,5,0,  يامعالي المستشار  ,10/06/2019,11:11
0,1,1,نرجوا استبدال الدوارات باشارات لضبط السير  ,10/06/2019,11:02
3,10,6,ياليت يلقون لنا حل طول الاسبوع زحمه ووقت الدوامات اجلس ساعه ونص بالدائري زحمه بارك يعدها روبين بعدها البوليفار والان فعاليات النافوره وبعدها السيرك وين نروح لبيتنا منه اطالب بوضع ضريبه على الشارع الا لسكان المنطقه او مسار خاص لهم  ,10/06/2019,11:01
27,79,34,سكان   يشاركون في هذا الهاشتاق   لنقل معاناتهم قبل بدايه   حتى يتم تفادي المشكله من قبل المسؤولين باذن الله ويكون التنظيم على اعلى مستوى    ,10/06/2019,10:55
0,3,1,بالضضضبببطططط  اليوم الوطني كنت محبوسه من الزحمه لو اروح اقرب شي وكل شي مسكر   ,10/06/2019,10:51
0,1,0,المشكله حي غالي جدا واسعار اراضيه في العلالي والان ماينبغى ولا بريال  ,10/06/2019,10:46
2,15,11,  نطالب بوضع استكرات على سيارات اهل الحي والسماح لهم بالمرور واغلاق منافذ الحي الوضع بنهايه الاسبوع والمناسبات  وضع حي حطين سيء جدا ,10/06/2019,10:44
0,2,0,  ارجو تقليل الفعاليات بالحي و الغاء الدوارات  اصبح الحي مزعج و مزدحم ,10/06/2019,10:41
3,14,3,  ليس فقط من غلق الحي عند الفعاليات  ولكن منذ فتح محل قهوه مشهور في الحي  الا والسيارات تصطف تباعا فتحاصر الحي ولا يستطيع اهله الخروج للطريق السريع  الملك خالد ,10/06/2019,10:39
0,0,0,لا بد من زياره امير الرياض وشرح   له,10/06/2019,10:21
6,10,4,شكلي بطق خيمه بعيد عن حي حطين وزحمته والله الزحمه اليوم الوطني لا تطاق لدرجه اني وقفت سيارتي ورحت مشي للبيت ارجو مراعاته سكان الحي ووضع خطه مروريه للسكان لتجنب الزحمات  ,10/06/2019,10:18
0,4,1,  والآن في هم موسم الرياض المقام على طريق تركي والممتد لاشهر كيف سيكون وضع الدخول والخروج للحي ,10/06/2019,10:11
1,2,3,    تحت هذه التغريده صوت الكثير من سكان هذا الحي الفوضى في اليوم الوطني واقفال كل الطرق المؤديه للحي بسبب الاحتفالات على تركي الاول مزعجه جدا الاغلب عانى للدخول الى منزله فقط واقل ما يمكن للمرور تقديمه بطاقات او اشارات تمكنهم للدخول للحي   ,10/06/2019,10:09
0,2,1,لا نقول الاحسبنا الله ونعم الوكيل ضايقونا حتى في بيوتنا حرام تحط مثل هالاشياء في حي سكني اكثر ماكثر الله الاراضي الفاضيه حبكت تجيبونها في هالمكان يعني نلقاها من الرياض بارك والا من البلوى الي على تركي الاول والامن الفود ترك المختلط الي ع الخير قسم بالله كذا كثير  ,10/06/2019,10:04
0,1,2,انا مع الغاء دورات الحي خطره  ,10/06/2019,09:53
3,15,12,نتمنى الغاء دوارات حطين لان الحوادث فيها في ازدياد الواحد يدخل هالدوار وهو على اعصابه دوارات مهمه تخدم مجمعات مهمه مثل الرياض بارك والبوليڤارد المفروض يكون تقاطع  ,10/06/2019,09:50
1,4,4,  اتمنى من مسؤولين الترفيه منح بطاقات خاصه لسكان الحي  نريد حل يا هيئه الترفيه,10/06/2019,09:31
13,102,42,نتمنى ان توزع بطاقات او ستيكرات لسكان الحي حتى يتسنى لهم الدخول والخروج بسهوله ويسر دون اغلاق المداخل عليهم مثل بقيه الزوار ويخفف الضغط على المرور والمنظمين في الشوارع        ,10/06/2019,09:27
7,13,8,نتمنى ان تكون مطالبات السكان في هذا الهاشتاق   لتصل للجهه المطلوبه ونضمن ان تكون هنالك حلول لها باذن الله  ,10/06/2019,09:20
0,0,0,هل في خطه مروريه لاحتفالات الرياض سكان احياء حطين والعقيق معاناه ومع موسم الرياض بيكون الوضع اصعب بمراحل  ,20/09/2019,19:04
0,0,0,السلام عليكم سبق ان كتبنا مرارا وتكرارا عن معاناه سكان حي حطين شرق شارع سويد بن حارثه ولا من مجيب لماذا هذا التجاهل وهذا التكرار انتم تضطروننا للرفع للجهات العليا عن هذا الامر آمل ان نجد حلا المشكله اننا لا نعلم سببا لذلك فلم يفدنا احدا,16/03/2019,17:27
0,0,0,للاسف هذه معاناه سنوات المخطط عليه طلب سفلته منذ ١٥ سنه ولم يتم السفلته نصف الشارع مسفلت ومخلفات اغلقت الطريق وضعف في خدمات النظافه في شمال الرياض  حي حطين  شارع عذبه ,15/03/2019,13:13
0,0,0,يتقدم منسوبو مدرسه حطين المتوسطه والثانويه باحر التعازي واصدق المواساه للاستاذسعود منسي الزهراني في وفاه والدهاثر معاناه مع المرضسائلين المولى عز وجل ان يتغمد الفقيد بواسع رحمته وان يلهم اهله وذويه الصبر والسلوان انا لله وانا ليه راجعون ,02/12/2019,18:19
1,0,1,الموت يغيب المهندس جمال رباح ابو لامي نفتقد برحيل رئيس رابطه آل رباح المهندس جمال عبدالله رباح ابو لامي اخا وصديقا عزيزا وذلك بعد معاناه مع مرض عضال رحم الله الراحل وتغمده بواسع رحمته واسكنه فسيح جنانه والهم اهله وذويه وعائله آل رباح واهالي بلده حطين ومحبيه الصبر والسلوان ,14/01/2019,22:05
0,0,0,اصعب حي حطين متعب مخارجه ودخوله معاناه للبحث عن مساجد,21/12/2018,09:42
0,0,0,قواكم الله ويبارك لكم بمجهودكم ويتوج مساعاكم بالتنفيذ تخيل معاناه اللي يحب يمشى لوركب سيارته وراح ممشى السره او حطين في ظل زحمه شارع دمشق ناهيك عن خطوره المشى داخل المنطقه والانتقال من شارع الى شارع بوجود بعض من يقود سيارته بسرعه وعدم الانتباه,12/11/2018,17:20
0,0,0,اوافقك الراي تماما معاناه يوميهوبالاخص دوار تركي الاول في حي حطيندوار حي العقيق    ,28/11/2018,04:54
0,1,1,ابتدائيه ابن رشد ومتوسطه حطين لم تعد قادره على استيعاب طلاب الحي وهذه المشكله منذ ثلاث سنوات فما هي الحلول التي قدمتموها  من يرى معاناه اولياء الامور هناك وحيرتهم في قبول ابنائهم يحزن لوضعهمفالدوله وفرت الاماكانيات ولكننا افتقدنا التخطيط وحسن التدبير   ,31/08/2018,20:19
1,0,0,اللي بيدهر ويسعى ويكرس طاقته في الشغل بيملك بيت بدري  مشكله بعض العالم يتزقق في الاختيار  موب لازم تشتري في حطين والا الملقا  الله لايهينك عندك مليون خيار ارخص في غرب وجنوب الرياض ملاحظه امتلك عقار جاهز للسكن لكني شايف معاناه اللي حولي,24/08/2018,21:40
0,0,0,لنا شهرين في حي الملقا او حطين النموذجي جنوب ساحه الملقا منقطع الضخ وفتحت اكثر من ٤٠ بلاغ تعلق مباشره دون حل منا يدل على ان البلاغات لا تصل المسئول وهناك من يعمل على اخفاء المشاكل والله اعلم ونحن في معاناه كبيره وليس من المعقول ان تبقى مشكله لمده شهرين دوم ايجاد حل لها,08/05/2018,10:55
1,0,0,بعد معاناه و معسكرات ملعب حطين ,15/07/2018,16:21
0,0,0,شكرا امانه مدينه الرياض على عدم التجاوب مع معاناه حي حطين من مشروع تصريف السيول من اربع سنوات واربع شهور ومازالت المعاناه قائمه ,19/05/2018,14:30
0,1,0,انا بقى حصل معايا الموقف الجمعه اللى فاتت عربيتي مفهاش بنزين نهائي ورايح مسافر القاهره ولاقيت بنزينه بعد معاناه لاقيتهم حطين حواجز وقافلينها كان معايا ابن خالى لسه داخل بحريه شافه لابس الكاب راح فتح الحواجز وقالي اتفضل يا باشا احنا اسفين ,03/03/2018,16:00
0,1,1,هنا القدس صلاح الدين قــائدنا وقاهـــرهم وفي حـــطين شارون هل تـــذكر فلســـطين ايا كـــــــل فلسطيني ودونالدو اليس الشـــانئ الابتر فلســــطين معــاناه تؤرقــــــني ويسكنني شتـــــاء لم يعد يمطر الاعلامي احمد بوقره الجزائر,26/01/2018,14:03
0,0,1,اي والله اتفق وبقوه من معاناه 18سنه شقه ايجار لاحصل طين ولا حطين بس ربي يسهلها صامدون ,20/11/2017,06:51
2,48,192,برغم معاناه الحرب تبقي كره القدم وحدها هي المتنفس للشعوبصور من مباراه حطين وتشرين بالدوري السوري الذي يقام بحضور الجماهير  ,11/03/2017,15:42
0,0,1,الله يوفقكم ويعينكم راح تكسبون اجر باذن الله في حل معاناه الناس السالكه لطريق حطين    ,16/03/2017,12:32
0,0,0,انا اعمل بقطاع عسكري امر بنفس الطريق اواجه معاناه عند ذهابي للعمل وحفريات كبيره اتمنى معالجه المشكله لمن يهمه الامر ,25/02/2017,22:26
5,11,3,شاهد  معاناه اهالي تبوك اليوميه مع طريق حطين httpsinstagramcompBQ8LKlbBCi2,25/02/2017,16:01
0,0,0,اقسم بالله انا ساكن في ذاك الحي حتى مسجد في الناحيه الي انا فيها مافيه حطين شينكو والناس تصلي فيه بين الوصاخه  ,02/06/2017,01:12
0,1,0,  حسبي الله عليكم ياوزاره البلديه بلديات ومكاتب ووخر والنتيجه صفر اليوم في حي حطين صار فيه هضم في الشارع,02/05/2017,19:16
5,23,15,كنت في   ووقفت على معاناه   بنقل تدريباته للملعب الرئيسي ٦٠ كم عن سكن لاعبيه في عده مدن بعضهم جامعيون يتكبدون الطريق صباحا ومساء ,28/12/2016,15:38
2,6,1,معاناه   تتفاقم تاخرت رحله الخطوط من   الى    فاجلت مباراته مع الترجي ٢٤ ساعه والغي حجز العوده فتكبدت البعثه طريق العوده برا,26/12/2016,13:29
14,5,10,كثير ماتردني استفسارات عن المدارس الجيده الاهليه القريبه من الحي هناك معاناه في البحث عن الافضل سواء الصحافه حطين العقيق الخ شاركونا ,12/06/2016,07:25
2,5,0,  بعد مشاهده معاناه نادي حطين اتمنى من اداره   التبرع بدخل اقرب مباراه جماهيريه لاداره حطين فقد عودنا الملكي المبادره,12/05/2016,21:27
