,replies,retweets,favorites,text,day,time,tokens,normalized,tokenized,predictions,username
689,5,7,7,  هيئة الترفيه اما توجدوا حلول لهذا الحي في موسم الرياض أو يتحول أصحاب أغلى حي بالرياض الى بدو رحل ينصبوا خيامهم بعيدا عن هذا الموسم حتى ينقضي لكي يسهل عليهم التنقل من والى أعمالهم ومنازلهمليس منطق ان أخرج من منزلي ولا أستطيع العوده   ,10/06/2019,17:24,"['هيئة', 'الترفيه', 'اما', 'توجدوا', 'حلول', 'لهذا', 'الحي', 'موسم', 'الرياض', 'يتحول', 'أصحاب', 'أغلى', 'حي', 'بالرياض', 'الى', 'بدو', 'رحل', 'ينصبوا', 'خيامهم', 'بعيدا', 'الموسم', 'ينقضي', 'يسهل', 'عليهم', 'التنقل', 'والى', 'أعمالهم', 'ومنازلهمليس', 'منطق', 'ان', 'أخرج', 'منزلي', 'أستطيع', 'العوده']", هيئه الترفيه اما توجدوا حلول لهذا الحي موسم الرياض يتحول اصحاب اغلي حي بالرياض الي بدو رحل ينصبوا خيامهم بعيدا الموسم ينقضي يسهل عليهم التنقل والي اعمالهم ومنازلهمليس منطق ان اخرج منزلي استطيع العوده,"['هيئه', 'الترفيه', 'اما', 'توجدوا', 'حلول', 'لهذا', 'الحي', 'موسم', 'الرياض', 'يتحول', 'اصحاب', 'اغلي', 'حي', 'بالرياض', 'الي', 'بدو', 'رحل', 'ينصبوا', 'خيامهم', 'بعيدا', 'الموسم', 'ينقضي', 'يسهل', 'عليهم', 'التنقل', 'والي', 'اعمالهم', 'ومنازلهمليس', 'منطق', 'ان', 'اخرج', 'منزلي', 'استطيع', 'العوده']",negative,odi9003
690,3,7,2,في اليوم الوطني قعدت ساعة أدور في الحي ماقدرت أوصل بيتي بالأخير رحت نمت في بيت أهلي    ,10/06/2019,17:19,"['اليوم', 'الوطني', 'قعدت', 'ساعة', 'أدور', 'الحي', 'ماقدرت', 'أوصل', 'بيتي', 'بالأخير', 'رحت', 'نمت', 'بيت', 'أهلي']", اليوم الوطني قعدت ساعه ادور الحي ماقدرت اوصل بيتي بالاخير رحت نمت بيت اهلي,"['اليوم', 'الوطني', 'قعدت', 'ساعه', 'ادور', 'الحي', 'ماقدرت', 'اوصل', 'بيتي', 'بالاخير', 'رحت', 'نمت', 'بيت', 'اهلي']",neutral,abwsaja
691,0,2,1,الوضع كان مأساوي في اليوم الوطني خاصة الدوار  نرجو من المسؤولين والمنظمين التخطيط الجيد لضمان تسهيل الحركة المرورية لسكان الحي في موسم الرياض  ,10/06/2019,16:55,"['الوضع', 'كان', 'مأساوي', 'اليوم', 'الوطني', 'خاصة', 'الدوار', 'نرجو', 'المسؤولين', 'والمنظمين', 'التخطيط', 'الجيد', 'لضمان', 'تسهيل', 'الحركة', 'المرورية', 'لسكان', 'الحي', 'موسم', 'الرياض']", الوضع كان ماساوي اليوم الوطني خاصه الدوار نرجو المسؤولين والمنظمين التخطيط الجيد لضمان تسهيل الحركه المروريه لسكان الحي موسم الرياض,"['الوضع', 'كان', 'ماساوي', 'اليوم', 'الوطني', 'خاصه', 'الدوار', 'نرجو', 'المسؤولين', 'والمنظمين', 'التخطيط', 'الجيد', 'لضمان', 'تسهيل', 'الحركه', 'المروريه', 'لسكان', 'الحي', 'موسم', 'الرياض']",neutral,Khalid_jjjj
692,1,4,1,في اليوم الوطني اختنقنا من الزحمة عشان تركي الأول كيف بيكون موسم الرياض وهو في حارتنا أجل    ,10/06/2019,16:40,"['اليوم', 'الوطني', 'اختنقنا', 'الزحمة', 'عشان', 'تركي', 'الأول', 'بيكون', 'موسم', 'الرياض', 'حارتنا', 'أجل']", اليوم الوطني اختنقنا الزحمه عشان تركي الاول بيكون موسم الرياض حارتنا اجل,"['اليوم', 'الوطني', 'اختنقنا', 'الزحمه', 'عشان', 'تركي', 'الاول', 'بيكون', 'موسم', 'الرياض', 'حارتنا', 'اجل']",neutral,themalakest
693,1,3,0,للاسف التخطيط جدا سيء بداية من دوارات طريق الامير محمد بن سلمان اتمنى يكون فيه حل لأهالي الحي مو منطقي تتكرر مأساة احتفالات اليوم الوطني   ,10/06/2019,16:11,"['للاسف', 'التخطيط', 'جدا', 'سيء', 'بداية', 'دوارات', 'طريق', 'الامير', 'محمد', 'بن', 'سلمان', 'اتمنى', 'يكون', 'حل', 'لأهالي', 'الحي', 'مو', 'منطقي', 'تتكرر', 'مأساة', 'احتفالات', 'اليوم', 'الوطني']", لاسف التخطيط جدا سيء بدايه دوارات طريق الامير محمد بن سلمان اتمني يكون حل لاهالي الحي مو منطقي تكر ماساه احتفالات اليوم الوطني,"['لاسف', 'التخطيط', 'جدا', 'سيء', 'بدايه', 'دوارات', 'طريق', 'الامير', 'محمد', 'بن', 'سلمان', 'اتمني', 'يكون', 'حل', 'لاهالي', 'الحي', 'مو', 'منطقي', 'تكر', 'ماساه', 'احتفالات', 'اليوم', 'الوطني']",positive,Bnaarifi
694,1,2,0,  الوضع صاير قرف كل مابغيت تطلع من البيت زحمة ووجيه تسد النفس ,10/06/2019,16:07,"['الوضع', 'صاير', 'قرف', 'مابغيت', 'تطلع', 'البيت', 'زحمة', 'ووجيه', 'تسد', 'النفس']", الوضع صاير قرف مابغيت تطلع البيت زحمه وجيه تسد النفس,"['الوضع', 'صاير', 'قرف', 'مابغيت', 'تطلع', 'البيت', 'زحمه', 'وجيه', 'تسد', 'النفس']",negative,Bnaarifi
695,2,6,4,  شف كيف الزحمات شي مو طبيعي ان الحارة تتقفل بشكل هذا ,10/06/2019,15:26,"['شف', 'الزحمات', 'شي', 'مو', 'طبيعي', 'ان', 'الحارة', 'تتقفل', 'بشكل']", شف الزحمات شي مو طبيعي ان الحاره تقفل بشكل,"['شف', 'الزحمات', 'شي', 'مو', 'طبيعي', 'ان', 'الحاره', 'تقفل', 'بشكل']",negative,n_hteen
696,1,10,6,  الزحمة عند البيت في اليوم الوطني تخيل لو في حالة طارئه لا سمح الله كيف الواحد يقدر يطلع من البيت ,10/06/2019,15:24,"['الزحمة', 'البيت', 'اليوم', 'الوطني', 'تخيل', 'حالة', 'طارئه', 'سمح', 'الله', 'الواحد', 'يقدر', 'يطلع', 'البيت']", الزحمه البيت اليوم الوطني تخيل حاله طارئه سمح اله الواحد يقدر يطلع البيت,"['الزحمه', 'البيت', 'اليوم', 'الوطني', 'تخيل', 'حاله', 'طارئه', 'سمح', 'اله', 'الواحد', 'يقدر', 'يطلع', 'البيت']",negative,alohi20000
697,0,0,0,صااادقه لازم تشوفون حل معاناة أهل حطين ,10/06/2019,14:53,"['صااادقه', 'لازم', 'تشوفون', 'حل', 'معاناة', 'أهل', 'حطين']", صادقه لازم تشوفون حل معاناه اهل حطين,"['صادقه', 'لازم', 'تشوفون', 'حل', 'معاناه', 'اهل', 'حطين']",negative,aalyaser
698,1,2,3,  لازم ينحسم الامر والمرور يشوفون لنا حل مو معقوله جميع الفعاليات موجوده بهذا الحي,10/06/2019,14:39,"['لازم', 'ينحسم', 'الامر', 'والمرور', 'يشوفون', 'حل', 'مو', 'معقوله', 'جميع', 'الفعاليات', 'موجوده', 'بهذا', 'الحي']", لازم ينحسم الامر والمرور يشوفون حل مو معقوله جميع الفعاليات موجوده بهذا الحي,"['لازم', 'ينحسم', 'الامر', 'والمرور', 'يشوفون', 'حل', 'مو', 'معقوله', 'جميع', 'الفعاليات', 'موجوده', 'بهذا', 'الحي']",negative,Zainab_Al_Salim
699,0,0,0,  ء,10/06/2019,14:22,['ء'], ء,['ء'],positive,HaqSamiaa
700,1,13,11,  موسم الرياض عمل جبار ورائع معالمه واضحه جدا ونراها كل يوم نشكرك وكل من ساهم في هذا العمل وحتى يستمتع الجميع في هذا الموسم يجب ان يلتفت المنظمون لوضع المنازل القريبه من الفعاليات معاناة الزحمه بشكل يومي للوصول للمنزل يجيب ان تكون بالحسبان ,10/06/2019,14:18,"['موسم', 'الرياض', 'عمل', 'جبار', 'ورائع', 'معالمه', 'واضحه', 'جدا', 'ونراها', 'يوم', 'نشكرك', 'وكل', 'ساهم', 'العمل', 'وحتى', 'يستمتع', 'الجميع', 'الموسم', 'يجب', 'ان', 'يلتفت', 'المنظمون', 'لوضع', 'المنازل', 'القريبه', 'الفعاليات', 'معاناة', 'الزحمه', 'بشكل', 'يومي', 'للوصول', 'للمنزل', 'يجيب', 'ان', 'تكون', 'بالحسبان']", موسم الرياض عمل جبار ورائع معالمه واضحه جدا ونراها يوم نشكرك وكل ساهم العمل وحتي يستمتع الجميع الموسم يجب ان يلتفت المنظمون لوضع المنازل القريبه الفعاليات معاناه الزحمه بشكل يومي لوصول لمنزل يجيب ان تكون بالحسبان,"['موسم', 'الرياض', 'عمل', 'جبار', 'ورائع', 'معالمه', 'واضحه', 'جدا', 'ونراها', 'يوم', 'نشكرك', 'وكل', 'ساهم', 'العمل', 'وحتي', 'يستمتع', 'الجميع', 'الموسم', 'يجب', 'ان', 'يلتفت', 'المنظمون', 'لوضع', 'المنازل', 'القريبه', 'الفعاليات', 'معاناه', 'الزحمه', 'بشكل', 'يومي', 'لوصول', 'لمنزل', 'يجيب', 'ان', 'تكون', 'بالحسبان']",positive,alohi20000
701,0,8,5,  نتمنى أن توزع بطاقات أو ستيكرات لسكان الحي حتى يتسنى لهم الدخول والخروج بسهولة ويسر دون إغلاق المداخل عليهم مثل بقية الزوار ويخفف الضغط على المرور والمنظمين في الشوارع  ,10/06/2019,14:15,"['نتمنى', 'توزع', 'بطاقات', 'ستيكرات', 'لسكان', 'الحي', 'يتسنى', 'الدخول', 'والخروج', 'بسهولة', 'ويسر', 'إغلاق', 'المداخل', 'عليهم', 'مثل', 'بقية', 'الزوار', 'ويخفف', 'الضغط', 'المرور', 'والمنظمين', 'الشوارع']", نتمني توزع بطاقات ستيكرات لسكان الحي يتسني الدخول والخروج بسهوله ويسر اغلاق المداخل عليهم مثل بقيه الزوار ويخف الضغط المرور والمنظمين الشوارع,"['نتمني', 'توزع', 'بطاقات', 'ستيكرات', 'لسكان', 'الحي', 'يتسني', 'الدخول', 'والخروج', 'بسهوله', 'ويسر', 'اغلاق', 'المداخل', 'عليهم', 'مثل', 'بقيه', 'الزوار', 'ويخف', 'الضغط', 'المرور', 'والمنظمين', 'الشوارع']",neutral,selten9
702,0,4,2,  المطلوب اعاده تنظيم الحركه المروريه والاشارات بين طريق الملك فعد وحتى طريق الملك خالد ومن الدائري وحتى الملك سلمان والاعلان عن خطه الباصات لرواد الفعاليات ,10/06/2019,14:11,"['المطلوب', 'اعاده', 'تنظيم', 'الحركه', 'المروريه', 'والاشارات', 'طريق', 'الملك', 'فعد', 'وحتى', 'طريق', 'الملك', 'خالد', 'الدائري', 'وحتى', 'الملك', 'سلمان', 'والاعلان', 'خطه', 'الباصات', 'لرواد', 'الفعاليات']", المطلوب اعاده تنظيم الحركه المروريه والاشارات طريق الملك فعد وحتي طريق الملك خالد الدائري وحتي الملك سلمان والاعلان خطه الباصات لرواد الفعاليات,"['المطلوب', 'اعاده', 'تنظيم', 'الحركه', 'المروريه', 'والاشارات', 'طريق', 'الملك', 'فعد', 'وحتي', 'طريق', 'الملك', 'خالد', 'الدائري', 'وحتي', 'الملك', 'سلمان', 'والاعلان', 'خطه', 'الباصات', 'لرواد', 'الفعاليات']",neutral,selten9
703,0,0,0,القادم من الزحمة والازعاج في أحياء حطين الثلاثة أعظم وأسوأ مع فعاليات الترفيه ومشاريع شارع الامير تركي  فلا بد من حل لحركة المرور والازعاج المنتظر  ,10/06/2019,13:14,"['القادم', 'الزحمة', 'والازعاج', 'أحياء', 'حطين', 'الثلاثة', 'أعظم', 'وأسوأ', 'فعاليات', 'الترفيه', 'ومشاريع', 'شارع', 'الامير', 'تركي', 'بد', 'حل', 'لحركة', 'المرور', 'والازعاج', 'المنتظر']", القادم الزحمه والازعاج احياء حطين الثلاثه اعظم واسوا فعاليات الترفيه ومشاريع شارع الامير تركي بد حل لحركه المرور والازعاج المنتظر,"['القادم', 'الزحمه', 'والازعاج', 'احياء', 'حطين', 'الثلاثه', 'اعظم', 'واسوا', 'فعاليات', 'الترفيه', 'ومشاريع', 'شارع', 'الامير', 'تركي', 'بد', 'حل', 'لحركه', 'المرور', 'والازعاج', 'المنتظر']",neutral,BtheMandarine
704,2,6,2,فعلا تحول حي حطين وحطين الثغر وحطين النموذجي من أحياء نتمناها الى أحياء نهرب منها  اللي مااشترى الى الان لاااااا يتورط الزحمة فيها لا تطاق والحياة فيها تتوقف مع الفعاليات  ,10/06/2019,13:10,"['فعلا', 'تحول', 'حي', 'حطين', 'وحطين', 'الثغر', 'وحطين', 'النموذجي', 'أحياء', 'نتمناها', 'الى', 'أحياء', 'نهرب', 'اللي', 'مااشترى', 'الى', 'الان', 'لاااااا', 'يتورط', 'الزحمة', 'تطاق', 'والحياة', 'تتوقف', 'الفعاليات']", فعلا تحول حي حطين وحطين الثغر وحطين النموذجي احياء نتمناها الي احياء نهرب الي ماشتري الي الان لا يتورط الزحمه تطاق والحياه توقف الفعاليات,"['فعلا', 'تحول', 'حي', 'حطين', 'وحطين', 'الثغر', 'وحطين', 'النموذجي', 'احياء', 'نتمناها', 'الي', 'احياء', 'نهرب', 'الي', 'ماشتري', 'الي', 'الان', 'لا', 'يتورط', 'الزحمه', 'تطاق', 'والحياه', 'توقف', 'الفعاليات']",negative,oldsoul369
705,0,1,0,  اذا الوضع بيصير على ماهوعليه اتوقع السكان بيستأحرون شقق مفروشة حتى ينتهي الموسم,10/06/2019,13:08,"['اذا', 'الوضع', 'بيصير', 'ماهوعليه', 'اتوقع', 'السكان', 'بيستأحرون', 'شقق', 'مفروشة', 'ينتهي', 'الموسم']", اذا الوضع بيصير ماهوعليه اتوقع السكان بيستاحرون شق مفروشه ينتهي الموسم,"['اذا', 'الوضع', 'بيصير', 'ماهوعليه', 'اتوقع', 'السكان', 'بيستاحرون', 'شق', 'مفروشه', 'ينتهي', 'الموسم']",negative,FahadBinAA
706,0,0,0,انتبهوا اللي مااشترى وناوي يشتري أرض في حطين او حطين النموذجي يراجع نفسه الف مرة  ,10/06/2019,13:07,"['انتبهوا', 'اللي', 'مااشترى', 'وناوي', 'يشتري', 'أرض', 'حطين', 'او', 'حطين', 'النموذجي', 'يراجع', 'نفسه', 'الف', 'مرة']", انتبهوا الي ماشتري وناوي يشتري ارض حطين او حطين النموذجي يراجع نفسه الف مره,"['انتبهوا', 'الي', 'ماشتري', 'وناوي', 'يشتري', 'ارض', 'حطين', 'او', 'حطين', 'النموذجي', 'يراجع', 'نفسه', 'الف', 'مره']",negative,asma_alrajeh
707,0,4,1,  الوضع لايطاق في الايام العادية وش لون بيصير اذا جاء موسم الرياض,10/06/2019,13:07,"['الوضع', 'لايطاق', 'الايام', 'العادية', 'وش', 'لون', 'بيصير', 'اذا', 'جاء', 'موسم', 'الرياض']", الوضع لايطاق الايام العاديه وش لون بيصير اذا جاء موسم الرياض,"['الوضع', 'لايطاق', 'الايام', 'العاديه', 'وش', 'لون', 'بيصير', 'اذا', 'جاء', 'موسم', 'الرياض']",negative,GhadaAlNemer
708,1,8,3,  زحمة وازعاج وصارت اسوار بيوت حطين مواقف للبلوفارد واشارة تركي الاول لا تطاق صرنا نسوي خطط للدخول والخروج من حينا,10/06/2019,12:46,"['زحمة', 'وازعاج', 'وصارت', 'اسوار', 'بيوت', 'حطين', 'مواقف', 'للبلوفارد', 'واشارة', 'تركي', 'الاول', 'تطاق', 'صرنا', 'نسوي', 'خطط', 'للدخول', 'والخروج', 'حينا']", زحمه وازعاج وصارت اسوار بيوت حطين مواقف لبلوفارد واشاره تركي الاول تطاق صرنا نسوي خط لدخول والخروج حينا,"['زحمه', 'وازعاج', 'وصارت', 'اسوار', 'بيوت', 'حطين', 'مواقف', 'لبلوفارد', 'واشاره', 'تركي', 'الاول', 'تطاق', 'صرنا', 'نسوي', 'خط', 'لدخول', 'والخروج', 'حينا']",negative,asma_alrajeh
709,1,11,6,  موسم الرياض عمل جبار ورائع معالمه واضحه جدا ونراها كل يوم بحكم قربنا منها في الحي نشكر كل من ساهم في هذا العمل وحتى يستمتع الجميع في هذا الموسم يجب ان يلتفت المنظمون لوضع المنازل القريبه من الفعاليات معاناة الزحمه بشكل يومي للوصول للمنزل يجيب ان تكون بالحسبان,10/06/2019,12:43,"['موسم', 'الرياض', 'عمل', 'جبار', 'ورائع', 'معالمه', 'واضحه', 'جدا', 'ونراها', 'يوم', 'بحكم', 'قربنا', 'الحي', 'نشكر', 'ساهم', 'العمل', 'وحتى', 'يستمتع', 'الجميع', 'الموسم', 'يجب', 'ان', 'يلتفت', 'المنظمون', 'لوضع', 'المنازل', 'القريبه', 'الفعاليات', 'معاناة', 'الزحمه', 'بشكل', 'يومي', 'للوصول', 'للمنزل', 'يجيب', 'ان', 'تكون', 'بالحسبان']", موسم الرياض عمل جبار ورائع معالمه واضحه جدا ونراها يوم بحكم قربنا الحي نشكر ساهم العمل وحتي يستمتع الجميع الموسم يجب ان يلتفت المنظمون لوضع المنازل القريبه الفعاليات معاناه الزحمه بشكل يومي لوصول لمنزل يجيب ان تكون بالحسبان,"['موسم', 'الرياض', 'عمل', 'جبار', 'ورائع', 'معالمه', 'واضحه', 'جدا', 'ونراها', 'يوم', 'بحكم', 'قربنا', 'الحي', 'نشكر', 'ساهم', 'العمل', 'وحتي', 'يستمتع', 'الجميع', 'الموسم', 'يجب', 'ان', 'يلتفت', 'المنظمون', 'لوضع', 'المنازل', 'القريبه', 'الفعاليات', 'معاناه', 'الزحمه', 'بشكل', 'يومي', 'لوصول', 'لمنزل', 'يجيب', 'ان', 'تكون', 'بالحسبان']",positive,War6aan
710,0,1,1,  فكرة رائعة  نتمنى اعتمادها ,10/06/2019,12:33,"['فكرة', 'رائعة', 'نتمنى', 'اعتمادها']", فكره رائعه نتمني اعتمادها,"['فكره', 'رائعه', 'نتمني', 'اعتمادها']",positive,nawal31544554
711,3,12,10,نرغب بوضع خطة مرورية عملية لسكان الحي وسهولة الدخول والخروج وأن لايكون مجرد أغلاق للشوارع من قبل المرور حتى لاتتكرر أزمة الازدحام واغلاق المنافذ في اليوم الوطني حيث اننا في ذلك اليوم بقينا حبيسين منازلنا على الرغم من انها مناسبة يجب أن نعيشها بكل تفاصيلها  ,10/06/2019,12:28,"['نرغب', 'بوضع', 'خطة', 'مرورية', 'عملية', 'لسكان', 'الحي', 'وسهولة', 'الدخول', 'والخروج', 'وأن', 'لايكون', 'مجرد', 'أغلاق', 'للشوارع', 'قبل', 'المرور', 'لاتتكرر', 'أزمة', 'الازدحام', 'واغلاق', 'المنافذ', 'اليوم', 'الوطني', 'اننا', 'اليوم', 'بقينا', 'حبيسين', 'منازلنا', 'الرغم', 'انها', 'مناسبة', 'يجب', 'نعيشها', 'بكل', 'تفاصيلها']", نرغب بوضع خطه مروريه عمليه لسكان الحي وسهوله الدخول والخروج وان لايكون مجرد اغلاق لشوارع قبل المرور لاتكر ازمه الازدحام واغلاق المنافذ اليوم الوطني انا اليوم بقينا حبيسين منازلنا الرغم انها مناسبه يجب نعيشها بكل تفاصيلها,"['نرغب', 'بوضع', 'خطه', 'مروريه', 'عمليه', 'لسكان', 'الحي', 'وسهوله', 'الدخول', 'والخروج', 'وان', 'لايكون', 'مجرد', 'اغلاق', 'لشوارع', 'قبل', 'المرور', 'لاتكر', 'ازمه', 'الازدحام', 'واغلاق', 'المنافذ', 'اليوم', 'الوطني', 'انا', 'اليوم', 'بقينا', 'حبيسين', 'منازلنا', 'الرغم', 'انها', 'مناسبه', 'يجب', 'نعيشها', 'بكل', 'تفاصيلها']",neutral,iBudur_ah
712,0,0,0,الوضع في اليوم الوطني كان كارثيوصولي و وصول أبنائي كان معاناهماذا سوف يحدث في موسم الرياض   ,10/06/2019,12:28,"['الوضع', 'اليوم', 'الوطني', 'كان', 'كارثيوصولي', 'و', 'وصول', 'أبنائي', 'كان', 'معاناهماذا', 'يحدث', 'موسم', 'الرياض']", الوضع اليوم الوطني كان كارثيوصولي و وصول ابنائي كان معاناهماذا يحدث موسم الرياض,"['الوضع', 'اليوم', 'الوطني', 'كان', 'كارثيوصولي', 'و', 'وصول', 'ابنائي', 'كان', 'معاناهماذا', 'يحدث', 'موسم', 'الرياض']",neutral,sreinna_ta
713,1,8,6,  نتمنى من معاليكم وضع ستيكرات او الافضل بطاقات لسكان الحي بحيث يسهل عليهم الدخول والخروج من غير ازدحام  ,10/06/2019,12:23,"['نتمنى', 'معاليكم', 'وضع', 'ستيكرات', 'او', 'الافضل', 'بطاقات', 'لسكان', 'الحي', 'بحيث', 'يسهل', 'عليهم', 'الدخول', 'والخروج', 'ازدحام']", نتمني معاليكم وضع ستيكرات او الافضل بطاقات لسكان الحي بحيث يسهل عليهم الدخول والخروج ازدحام,"['نتمني', 'معاليكم', 'وضع', 'ستيكرات', 'او', 'الافضل', 'بطاقات', 'لسكان', 'الحي', 'بحيث', 'يسهل', 'عليهم', 'الدخول', 'والخروج', 'ازدحام']",neutral,mannoo6
714,2,11,10,  اتمنى المرور يتفهم من السكان و تسهيل دخولهم و خروجهم حتى لو كان هناك اغلاق طرق و تكثيف المرور على مدار السنه لانه اصبح حي تجاري و مزعج و احترام السكان من قبل جميع المنظمين,10/06/2019,12:18,"['اتمنى', 'المرور', 'يتفهم', 'السكان', 'و', 'تسهيل', 'دخولهم', 'و', 'خروجهم', 'كان', 'اغلاق', 'طرق', 'و', 'تكثيف', 'المرور', 'مدار', 'السنه', 'لانه', 'اصبح', 'حي', 'تجاري', 'و', 'مزعج', 'و', 'احترام', 'السكان', 'قبل', 'جميع', 'المنظمين']", اتمني المرور يتفهم السكان و تسهيل دخولهم و خروجهم كان اغلاق طرق و تكثيف المرور مدار السنه لانه اصبح حي تجاري و مزعج و احترام السكان قبل جميع المنظمين,"['اتمني', 'المرور', 'يتفهم', 'السكان', 'و', 'تسهيل', 'دخولهم', 'و', 'خروجهم', 'كان', 'اغلاق', 'طرق', 'و', 'تكثيف', 'المرور', 'مدار', 'السنه', 'لانه', 'اصبح', 'حي', 'تجاري', 'و', 'مزعج', 'و', 'احترام', 'السكان', 'قبل', 'جميع', 'المنظمين']",negative,mannoo6
715,0,12,6,اشاره مخرج ٢ لا يوجد بها كوبري معاناه في عطله نهايه الأسبوع و معاناه أكبر في احتفالات العيد الوطني و هي عده أيامماذا سوف يحدث في موسم الرياض   ,10/06/2019,12:04,"['اشاره', 'مخرج', '٢', 'يوجد', 'كوبري', 'معاناه', 'عطله', 'نهايه', 'الأسبوع', 'و', 'معاناه', 'أكبر', 'احتفالات', 'العيد', 'الوطني', 'و', 'عده', 'أيامماذا', 'يحدث', 'موسم', 'الرياض']", اشاره مخرج ٢ يوجد كوبري معاناه عطله نهايه الاسبوع و معاناه اكبر احتفالات العيد الوطني و عده اياماذا يحدث موسم الرياض,"['اشاره', 'مخرج', '٢', 'يوجد', 'كوبري', 'معاناه', 'عطله', 'نهايه', 'الاسبوع', 'و', 'معاناه', 'اكبر', 'احتفالات', 'العيد', 'الوطني', 'و', 'عده', 'اياماذا', 'يحدث', 'موسم', 'الرياض']",neutral,aalyaser
716,2,6,5,كما أن هيئة الترفيه تبذل جهودا في مشاريعها في المربع الذي يحاصر سكان حي حطين حيث أصبح أهل الحي في معاناة كبيرة في الدخول والخروج نرجو منهم بذل جهدا ايضا في تسهيل وترتيب عملية التنقل لسكان الحي  ,10/06/2019,11:40,"['هيئة', 'الترفيه', 'تبذل', 'جهودا', 'مشاريعها', 'المربع', 'يحاصر', 'سكان', 'حي', 'حطين', 'أصبح', 'أهل', 'الحي', 'معاناة', 'كبيرة', 'الدخول', 'والخروج', 'نرجو', 'منهم', 'بذل', 'جهدا', 'ايضا', 'تسهيل', 'وترتيب', 'عملية', 'التنقل', 'لسكان', 'الحي']", هيئه الترفيه تبذل جهودا مشاريعها المربع يحاصر سكان حي حطين اصبح اهل الحي معاناه كبيره الدخول والخروج نرجو منهم بذل جهدا ايضا تسهيل وترتيب عمليه التنقل لسكان الحي,"['هيئه', 'الترفيه', 'تبذل', 'جهودا', 'مشاريعها', 'المربع', 'يحاصر', 'سكان', 'حي', 'حطين', 'اصبح', 'اهل', 'الحي', 'معاناه', 'كبيره', 'الدخول', 'والخروج', 'نرجو', 'منهم', 'بذل', 'جهدا', 'ايضا', 'تسهيل', 'وترتيب', 'عمليه', 'التنقل', 'لسكان', 'الحي']",neutral,aalyaser
717,1,27,17,  عانينا الأمرين في اليوم الوطني وهو عدة ايام فكيف بشهرين اواكثر مشوار ١٠ دقائق يكون ساعة او اكثر فضروري يكون لهم وضع خاص سكان الحي غير عن بقيه سكان الرياض فالبطاقات او الاستيكرات ضروريه جدا لأهل الحي,10/06/2019,11:34,"['عانينا', 'الأمرين', 'اليوم', 'الوطني', 'عدة', 'ايام', 'فكيف', 'بشهرين', 'اواكثر', 'مشوار', '١٠', 'دقائق', 'يكون', 'ساعة', 'او', 'اكثر', 'فضروري', 'يكون', 'وضع', 'خاص', 'سكان', 'الحي', 'بقيه', 'سكان', 'الرياض', 'فالبطاقات', 'او', 'الاستيكرات', 'ضروريه', 'جدا', 'لأهل', 'الحي']", عانينا الامرين اليوم الوطني عده ايام فكيف بشهرين اواكثر مشوار ١٠ دقائق يكون ساعه او اكثر فضروري يكون وضع خاص سكان الحي بقيه سكان الرياض فالبطاقات او الاستيكرات ضروريه جدا لاهل الحي,"['عانينا', 'الامرين', 'اليوم', 'الوطني', 'عده', 'ايام', 'فكيف', 'بشهرين', 'اواكثر', 'مشوار', '١٠', 'دقائق', 'يكون', 'ساعه', 'او', 'اكثر', 'فضروري', 'يكون', 'وضع', 'خاص', 'سكان', 'الحي', 'بقيه', 'سكان', 'الرياض', 'فالبطاقات', 'او', 'الاستيكرات', 'ضروريه', 'جدا', 'لاهل', 'الحي']",neutral,ahmed_alshuhail
718,0,0,0,ياليت يلقون لنا حل الزحمة كل مالها وتزيد  ,10/06/2019,11:19,"['ياليت', 'يلقون', 'حل', 'الزحمة', 'مالها', 'وتزيد']", ياليت يلقون حل الزحمه مالها وتزيد,"['ياليت', 'يلقون', 'حل', 'الزحمه', 'مالها', 'وتزيد']",negative,maiabdualkareem
719,0,1,0,  مابعد شفتوا زحمه خلها تفتح مشاريع ش تركي وتشوف الزحمه صدق ,10/06/2019,11:15,"['مابعد', 'شفتوا', 'زحمه', 'خلها', 'تفتح', 'مشاريع', 'ش', 'تركي', 'وتشوف', 'الزحمه', 'صدق']", مابعد شفتوا زحمه خلها تفتح مشاريع ش تركي وتشوف الزحمه صدق,"['مابعد', 'شفتوا', 'زحمه', 'خلها', 'تفتح', 'مشاريع', 'ش', 'تركي', 'وتشوف', 'الزحمه', 'صدق']",negative,vib05515
720,0,0,0,  المفروض تنقل الفعاليات خارج الاحياء وليس في احياء مكتضه بالسكان,10/06/2019,11:13,"['المفروض', 'تنقل', 'الفعاليات', 'خارج', 'الاحياء', 'وليس', 'احياء', 'مكتضه', 'بالسكان']", المفروض تنقل الفعاليات خارج الاحياء وليس احياء مكتضه بالسكان,"['المفروض', 'تنقل', 'الفعاليات', 'خارج', 'الاحياء', 'وليس', 'احياء', 'مكتضه', 'بالسكان']",negative,Ramiah229
721,0,5,0,  يامعالي المستشار  ,10/06/2019,11:11,"['يامعالي', 'المستشار']", يامعالي المستشار,"['يامعالي', 'المستشار']",neutral,BINMOGHAISSEB
722,0,1,1,نرجوا استبدال الدوارات بإشارات لضبط السير  ,10/06/2019,11:02,"['نرجوا', 'استبدال', 'الدوارات', 'بإشارات', 'لضبط', 'السير']", نرجوا استبدال الدوارات باشارات لضبط السير,"['نرجوا', 'استبدال', 'الدوارات', 'باشارات', 'لضبط', 'السير']",neutral,A5_ghadi
